_id,name,author,about,interests,country,languages
X8uWjw7gocLqfwQiF,Silent Scars ,"[{'_id': 'iGqhh3Zx2cJa6dEne', 'name': 'Calvin Ratladi'}]","Silent Scars is an emotive hard-hitting work that embodies and tackles the disintegration of the inter-generational legacies that seek redemption. 
The story is set in an expressive, impoverished and imaginary location in South Africa. The authenticity of the production lies at the heart of storytelling, physical metaphors, mesmeric songs and symbols to communicate what many may consider a shrapnel of the past. ","['African Diaspora', 'New Work', 'Political / Social Engagement']",['South Africa'],['English']
g7YGL3GgxgxFRiyTu,Noble Savage,"[{'_id': 'KEFJcd4uXkM3DwhRp', 'name': 'Sonya Lindfors'}]","A collaboration of six Afro-Finnish artists, Noble Savage shakes the power structures of society and tears down stereotypes.

The tale of Pocahontas, a Native American princess who was kidnapped and brought to Europe, works as a dramaturgical frame for the piece. The representational role-play works as a metalayer that formulates the questions: Who can portray whom and how? Who can tell someone else's story? From whose perspective is a story told?

Noble Savage is political both due to its themes and its performers. It is particularly poignant in a time of increasing othering, hate speech and racism in Finland and throughout Europe.

http://sonyalindfors.com/noblesavage",['Dance / Movement / Choreography'],,
BMrmphKPsRjy23rjP,Romeo and Juliet,"[{'_id': 'W3a9s3quaybP3viGt', 'name': 'Merja Pöyhönen'}, {'_id': '5877b59317334f313edb4a3e', 'name': 'William Shakespeare'}, {'_id': 'biZ4FEjoq6T5xQgfs', 'name': 'Aura of Puppets'}]","When you have a sewer or a dump for a home, and drugs already run in your veins at birth, your life is pretty much written in the stars from the get-go.

Aura of Puppets brings Shakespeare’s Romeo and Juliet to a landfill slum with a story of a young couple born in an outcast community.

Having to go through garbage heaps in search of human rights will probably be unpleasant. Contrasting tender teenage love with the ugliness surrounding it, this ”freak puppet show”, created by a collective of more than 20 people, shows the indifference and regression on the dark side of well-being.","['Puppetry', 'Translations / Adaptations']",['Finland'],['Finnish']
5r4zRcXsogZ3aDnAM,Sidekicks,"[{'_id': 'Jbm2AawkasuHrXypD', 'name': 'Alma Lehmuskallio'}, {'_id': '9XKyTb6wzCfjCWLau', 'name': 'Eira Virekoski'}, {'_id': 'xiSg254yafA26LRdk', 'name': 'Henna Kaikula'}]","A 100-year-old wedding photograph comes to life with people stepping out of the picture: a man who loses his face, a woman who loses her leg, and an elderly person who starts misbehaving at a family dinner and eventually turns into a horse. And somebody is hanging upside down on a headboard.

Sidekicks is a contemporary circus production that deals with the fate of being sidelined and ignored. Director Alma Lehmuskallio combines the text-based approach of theatre with the absurd visuality and wild acrobatics of modern circus to create a magical yet touching portrayal of human relations and the need to be seen and touched. The result is an enchanting performance that defies definition.",['Circus'],['Finland'],['Finnish']
C8auxsd9NL47TNNs9,Blab,"[{'_id': 'Er3yGKPZbP9YH7Jbo', 'name': 'Sonja Jokiniemi'}]","
Sonja Jokiniemi's new performance is built around the concept of blabbing: the associative, potentially senseless, sometimes spontaneous, clumpy, not-knowing form of speech.

With this new work, Jokiniemi continues to explore the chaotic experience of the world and how meaning is established. The mind of the performance is built on a foundation of linguistic indefinability, senses, desires and reflexes; where the human is part of the non-human. Different bodies find each other as extensions, parallel connections and expansions. The essence of the work is shaped by the collaboration and relations between the elements.

Blab is a hybrid performance, a blend of painting, sculpture and choreography. It seeks to escape the world of categories and knowingness towards the unknown; towards unions of human and object, images and rituals of desire. The unknown manifests itself in the transforming sculpture, the essence of which charts the subconscious territory.",['Dance / Movement / Choreography'],['Finland'],
5877c00717334f313edb637a,Cab Calloway's Minnie the Moocher,"[{'_id': 'T3AdkszDZPTzPRnzs', 'name': 'Aaron Bliden'}, {'_id': 'n7wvAwXgHbiB4S6JE', 'name': 'Matt Reckeweg'}, {'_id': 'ZCqCZfeEJnbtxLiGg', 'name': 'Patti Kalil'}]",,[],,
6vEf9i6oBpJN5NEbi,Ink,"[{'_id': 'HN3ptjdrtHpJjPkDM', 'name': 'James Graham'}]","Fleet Street. 1969. The Sun rises.

James Graham’s ruthless, red-topped new play leads with the birth of this country’s most influential newspaper – when a young and rebellious Rupert Murdoch asked the impossible and launched its first editor’s quest, against all odds, to give the people what they want.",['New Work'],['United Kingdom'],['English']
gzqG8zh5w7xrq4G45,The Great American Trailer Park Musical,"[{'_id': 'vQAzqhkHXWmRsNinT', 'name': 'Betsy Kelso'}, {'_id': 'ovbEeiCRNFyqFXBZY', 'name': 'David Neels'}]","Hilarious and touching musical comedy. There’s a new tenant at Armadillo Acres – and she’s wreaking havoc all over Florida's most exclusive trailer park. When Pippi the stripper on the run, comes between the Dr. Phil-loving, agoraphobic Jeannie and her tollbooth collector husband – the storms begin to brew! ",['Musical Theatre'],,
MP8qeQ4wuW3pWfTBb,Bestie Di Scena,"[{'_id': 'WRevc4astJodGvLdy', 'name': 'Emma Dante'}]","For a long time now Emma Dante's language has been made up of dialects, gestures, and accents. It is a southern language, trivial and popular, which the Sicilian director ennobled with metaphors and pushed to its limits within surrealist situations. Words, bodies, and rhythms which highlight, not without imagination, the brutality of the human comedy and which stand up to remind us of the social and political engagement of a community, whether a family or the community of the theatre. With Bestie di scena, Emma Dante continues her quest for honesty. No text, no set, no costumes, no music. But actors. Actors left to their own devices, actors up to the challenge. From backstage, objects, clothes, words come flying at them in unexpected ways. Forced to survive just as the group falls apart, they start transforming over and over again: into animals, children, idiots... For Emma Dante, who creates here a true poetic art in her quest for “the juice of drunkenness and torment,” actors are on the frontline of this attempt to break down the conventions of theatre. We are all those “imbeciles, without structure and without mask, facing the tragedies of the modern world.”",[],,
YWwAeDW7RBeZpme6v,Candy's Camouflage,"[{'_id': 'qWT8WTZw3ojvbxYfN', 'name': 'Chris Haring'}]","The three dancers in Candy’s Camouflage by Austrian choreographer Chris Haring are drawn to the lamps and cameras like moths to a flame. They swarm around them. Singing, talking endlessly, dancing convulsively. They are overcome by fits of laughter or they simply stare haughtily straight ahead. Familiar images in these times of selfies and self-promotion but Chris Haring reaches further back in time for inspiration.

Trailer: https://youtu.be/Nlb-aNIG5CQ",['Dance / Movement / Choreography'],,
7QRmJHcMF3uzJpxg5,Scenes from a Marriage ,"[{'_id': 'uvCAwriwBG9zY4EGz', 'name': 'Ingmar Bergman'}]","Seen from the outside, Johan and Marianne seem to be living a happy life with their two children. They are both academics, they live in a great house, they have good jobs, but underneath it all, frustrations fester as they both long for love.

Scenes from a Marriage premiered as a made-for-TV mini-series in 1973, and literally emptied the streets. Thousands of couples rushed off to couples' therapy, and Bergman had to get an unlisted phone number to avoid being contacted by people, who wanted to discuss their marriage with him.

",['Political / Social Engagement'],['Denmark'],"['Danish', 'English']"
Jv3xivzso2A2tye4E,Silk and Knife 2 ,"[{'_id': '3F7WR4deM3SGLcfMp', 'name': 'Jiří Kylián'}]","And rarely has the Royal Danish Theatre received so many audience requests for another Kylián-performance. Now, a decade later, we will grant the many requests and hereby proudly and with great anticipation present Silk & Knife 2. As Kylián will be turning 70 in 2017, we will make this production a celebration of his artistic career as well as a celebration of his birthday.

Jiří Kylián is one-of-a-kind and without a doubt one of the greatest choreographers of our time – a beacon in the international world of dance. He uses the abstract world of dance to explore the depths of the human soul. The steps and the dance flow between reality and imagination, brutality and beauty with a rare sensuality and originality.

Silk & Knife 2 consists of four ballets, which when performed together, give a broad insight into Kylián’s choreographic work. The four ballets are 27’52”, Falling Angels, Sarabande and Symphony of Psalms. 27’52” is a dark piece about the barbaric beauty of human entanglements, Falling Angels and Sarabande juxtapose each other as a tribute to the female and male dancer respectively, while Symphony of Psalms is both hypnotic and spiritual. ","['Contemporary', 'Dance / Movement / Choreography']",['Denmark'],"['Danish', 'English']"
nDHibxQNaXPLTiWsH,Driftwood,"[{'_id': 'GS4axzyPtJPJxe8r8', 'name': 'Casus'}]","In this colourful and turbulent concoction of pure joy and intimacy, watch Casus bring a blank canvas to life and reveal in our innate need for human contact.
This is a circus show that does not let you forget that to feel is to be human and in a moment of danger, a grasping hold is survival.
The unique acrobatic shapes signature to Casus abound in this journey of explosive encounters, hidden looks, and humorous discoveries.

Promo: https://youtu.be/KUd0xhHawBE",['Circus'],,
eQFziztTZ9csiRdMQ,I Run ,"[{'_id': 'AsM2NJRPH53RsQk75', 'name': 'Line Mørkeby'}]","A man starts running a few hours after his six-year-old daughter, who has been suffering from cancer, has been taken off life-support. He starts running and he cannot stop again.

For amidst the grief, loss and unfairness of it all, running becomes the one place, where he feels light, free and strong. Where he can breathe. And where he may still be able to feel close to his dead daughter.

The piece is based on blogger Anders Legarth Schmidt's own experiences and opens up for questions of how you survive the loss of a child. I run is about running. But it is also about being helpless in the face of illness. And about the roles of death and grief in a society, which tries to hide death as a fact of life.

",['New Work'],['Denmark'],"['Danish', 'English']"
6ZTyr8YvQ8e7Zt7CK,The Book of Mormon,"[{'_id': 'ca8xrdkySKXxPXAbj', 'name': 'Trey Parker '}, {'_id': 'QAfwdcdYNJCLRWhx7', 'name': 'Robert Lopez'}, {'_id': 'o4AraZLqGv7B2WixK', 'name': 'Matt Stone '}]","The Book of Mormon is a musical comedy about two young Mormon missionaries who travel to Africa to preach the Mormon religion. First staged in 2011, the play satirizes various Mormon beliefs and practices.",['Musical Theatre'],['United States'],['English']
oXzr5FqS87GmGAPzB,The Magic Porridge Pot ,"[{'_id': '3m6oyAniLoCtv8Drt', 'name': 'Alun Saunders '}]","When a girl does a good deed, she is rewarded with a magic pot which makes tasty porridge on demand – just what her hungry family needs. But one day her mother can't make the pot stop and soon the whole town begins to fill up with porridge. Who can stop the pot?",['Young People / Children / Educational'],['United Kingdom'],['English']
v6WbsonYFJSB5xHkZ,887,"[{'_id': '5877b5e117334f313edb4b02', 'name': 'Robert Lepage'}]","Unable to memorize a poem he must recite, Lepage uses the “memory palace” technique, assigning stanzas to the familiar rooms of his childhood home. But re-opening the doors to each room reveals more inside than just the poem he put there. With stagecraft that will take your breath away, 887 recreates the world of a young boy growing up in 1960s Quebec.",['Monologue / Solo Performance'],,
2iJRn7YY9M3oc74iJ,Real Magic,"[{'_id': 'PucuH6jDQDNxCCFN4', 'name': 'Forced Entertainment'}]","To the sound of looped applause and canned laughter, three performers take part in an impossible illusion – part mind-reading feat, part cabaret act, part chaotic game show – as they endlessly revisit moments of defeat, hope and anticipation.

Taking popular culture as its starting point, Real Magic presents an unstable trap that speaks to the complex political place we find ourselves in, creating something that is poetic, challenging, funny and provocative.

Caught in a world of second chances and second guesses, variations and changes, distortions and transformations, Real Magic takes you on a hallucinatory journey, in a compelling performance about struggle, optimism and the desire for change.

https://www.forcedentertainment.com/project/real-magic/",[],,
CkabTqPGiq9vwYnwX,Meow Meow’s Little Mermaid,"[{'_id': '5877b66617334f313edb4c56', 'name': 'Meow Meow'}, {'_id': 'jBqkt7K9ANtMDSJi6', 'name': 'Michael Kantor'}, {'_id': '5877ba8217334f313edb55f1', 'name': 'Malthouse Theatre'}]","Forget the Little Mermaid you thought you knew. Meow Meow’s subversive cabaret is a fairytale gone rogue.

The legendary post-post-modern diva takes up residence in International Festival HQ for a festival-long run. Joined by a posse of DIY princes, she gives Hans Christian Andersen’s story of self-sacrifice, seduction and salvation a raucous contemporary make-over.

Meow Meow’s Little Mermaid is a wild and hilarious riot, colliding Andersen’s dark aquatic fantasy with her own mis-adventures in love, blending sparkling frivolity with fierce intelligence – and a blowtorch wit.

Casting salty sea shanties overboard, she conjures instead a glittering world of original songs and compositions by siren collaborators Amanda Palmer, Kate Miller-Heidke, Megan Washington and more. There's passion and poignancy as the mermaid longs to gain a human body, a human soul, the love of a prince... a happy ending.

Adored at last year’s International Festival singing lost and banned Weimar songs alongside Barry Humphries, Meow Meow is the queen of cabaret, mixing pin-sharp one-liners with a voice as smooth and intoxicating as absinthe . She is an award-winning actress, dancer and singer, whose unique brand of performance art exotica has hypnotised, inspired and terrified audiences from New York to Berlin, London to Sydney. She has performed her works with world renowned orchestras such as the London Philharmonic Orchestra, and for Pina Bausch’s Tanztheater Wuppertal amongst other groups and played Titania in Emma Rice's recent A Midsummer Night's Dream at Shakespeare's Globe.

Join her on her voyage to a land of altered hearts, minds and body parts, in her very personal vision of Andersen’s bittersweet fable.",[],,
TqWmWi3TsjuGMZQuE,Uncle's Regularly Scheduled Garage Party is CANCELLED Tonight,"[{'_id': 'ChY4CC9tdpjix7c86', 'name': 'Lee Cataluna'}]","Uncle's regularly scheduled garage party is cancelled for the first time in -- ever!   The usual attendees show up and process their shock over the cancellation-- while they eat, drink, talk story and play music. Uncle isn't saying why the party is cancelled, but everyone has a theory:  Illness?  Financial troubles?  Marital discord?  Gambling problem?  Eviction?  Erosion of societal values and loss of culture?  Or is Aunty just sick and tired of all their shenanigans?

The old friends spend the evening telling stories, laughing and sharing food.  But it’s not a party, because Uncle's regularly scheduled garage party is CANCELLED!",['New Work'],,
9ixDyfJrF2LhRgpta,HOME,"[{'_id': '5LzKcJn5mwX3u9AFW', 'name': 'Frozen Light'}]","A tale of unexpected friendship

The world is not how they remember it. Where are they now and where is their home? Scarlet and Olive must learn how to survive and create a future together in an environment that is full of surprises. Will the stars shine on this unexpected friendship? And how will they face the challenges that lie ahead?

HOME immerses audiences with Profound and Multiple Learning Disabilities (PMLD) in a multi-sensory story of discovery. HOME is the latest bold and exciting production from Frozen Light.",[],,
3Ws6fx9gYwA8xuzYF,Guerilla Aspies - Third Autism and Aspergers Converting Year,"[{'_id': 'xsa7nYX5vewJEyMDk', 'name': ' Paul Wady'}]","Revised by audience feedback throughout, your chance to contribute to the interactive audience autism conversion phenomenon has returned. Paul Wady's world unique show dares to champion autistic people as a race, a kind, and a minority aside from disability and disorder. After all, Aspies do all have empathy for each other. You will not be the same again. Again. Audiences all over the UK and once in Dublin have seen the show. Stim. Obsess. Focus that energy and explore the experience of selfism like never before.","['Disability', 'New Work', 'Political / Social Engagement']",,['English']
xAwQMGZRcSAT6GpCr,Not I,"[{'_id': '5877b6e317334f313edb4d91', 'name': 'Jess Thom'}, {'_id': '5877b5c917334f313edb4ac7', 'name': 'Samuel Beckett'}]","Jess Thom has Tourettes, a condition that means she makes movements and noises she can't control, called tics. In *Not I*, she takes on Samuel Beckett's short play in a theatrical experience that explores neurodiversity and asks who is allowed to perform what and who gets the final say. All performances are relaxed. This means that if you tic, shout or move about, you're more than welcome.","['Disability', 'Translations / Adaptations']",,
sRBNwJR9KHHYtxaRG,Follow Suit,"[{'_id': 'Jpp7ABWihHGbW3AWB', 'name': 'Silent Faces'}]","A madcap frenzy of physical comedy with political bite. In this absurd office, avoiding the skeletons in the stationery cupboard is crucial. Rearrange the furniture, leap over the desks, then experiment with origami and orchestrate a four-part symphony using spreadsheet data. Witness these businesspeople crawl up the walls of their office in search of inspiration for their distraction.",[],,
5877c44317334f313edb6e7e,Meet Me in the Middle,"[{'_id': 'yjCyceEjpXzrAXNyx', 'name': 'Aislinn Lowry'}, {'_id': 'sTbLGaJQYJr5ipTtC', 'name': 'Cassie Mica'}]",,[],,
6tMgHhBSRALsevHF2,PreScribed (A Life Written for Me),"[{'_id': 'rSfEQzky23SSFjNH2', 'name': ' Viv Gordon'}]","PreScribed (a Life Written for Me) examines the mental impact of being a GP whilst the NHS melts down. An emotive show from performance artist Viv Gordon, using dance, verbatim text from GPs on the brink, jelly and tennis balls. Gordon takes us on a trip to the doctor that reveals an underbelly fraught with burnout, caffeine and an overdose of Beethoven. Made with original research undertaken at the University of Bristol, looking into improving understanding and access to support for GPs living with mental illness.","['Dance / Movement / Choreography', 'Disability', 'New Work', 'Physical Theatre']",['United Kingdom'],['English']
jh6YMzCQW6uedkzZH,Quarter Life Crisis,"[{'_id': 'YqiLMDdqtGQadDowf', 'name': 'Yolanda Mercy'}, {'_id': 'rXYqL9PTgJv6SXXQz', 'name': 'Gemma Lloyd'}]","Alicia is a hot mess. She doesn't know what she's doing with her life. Swiping left, swiping right to find the perfect match. Even though she's a Londoner, born and bred, the scent of Lagos peppers her existence in the ends. Everyone around her seems to know where they're going in life, but she's trying to find ways to cheat growing up and keep her 16-25 railcard. What does it mean to be an adult, and when do you become one? Quarter Life Crisis mixes addictive basslines, spoken word and audience participation. Part of Underbelly Untapped.","['African Diaspora', 'New Work', 'Political / Social Engagement']",['United Kingdom'],['English']
Nj9o35ADiQiCLKg9d,Georgie Morrell: The Morrell High Ground,"[{'_id': 'ZjQdETkt3dLMKSr6k', 'name': 'Georgie Morrell'}]","Georgie's got 99 problems but disability is basically the main one. 'Remarkable comic' (LondonPubTheatres.com). Can disability finally bring sexy back? Can Georgie save the NHS? Are NHS doctors hotter than private ones?! Why can't disability be mega LOLz? Taking you through her bizarre and hilarious journey, find out how Georgie sees disability through her one eye! Georgie Morrell is a half-blind comedian whose four-star first show, A Poke in the Eye, has been up and down the country and transferred to the Soho Theatre. ","['Disability', 'Monologue / Solo Performance', 'Political / Social Engagement']",['United Kingdom'],['English']
dLt92vcohCRE6mSQM,Bella Freak: Unwritten,"[{'_id': 'KFTpP9aMzMrGSJ2XE', 'name': 'Disability History Scotland '}, {'_id': 'A3CuGLTTKZ9brvenm', 'name': 'Bella Freak'}]","Three memoirs of disability. Three histories of a nation. The boy without superpowers. The girl who spoke to the dead. The man who broke chains. Unwritten collects the poignant, but often comical, true-life stories of three disabled individuals with wide-ranging impairments, placing them in cultural and historical contexts from the Act of Union to the 21st century as a fundamental part of Scotland's national story. Unwritten is produced by Disability History Scotland/Bella Freak with support from the HLF.","['Disability', 'New Work', 'Political / Social Engagement']",['United Kingdom'],['English']
2T38jgWTX2m8SQGSr,Iphigenia Crash Land Falls on the Neon Shell That Was Once Her Heart (A Rave Fable),"[{'_id': 'DaGoedfCvcdQvs5bR', 'name': 'Clumsy Bodies'}]","Contemporary adaptation of the perennial Greek myth that has long denied the voice of its heroine. Desperate to outrun her fate, Iphigenia finds refuge in an underground aircraft-hangar-turned-rave, where the dead come to escape the living and a world obliterated by fear. In this multimedia journey, Iphigenia leaves behind General Adolfo, the father who wants her dead, to seek out unspoken desires and unadulterated pleasures, and survive the horrors of her past among murdered factory workers and the legendary Achilles. Finally hear Iphigenia speak.","['Experimental', 'New Work', 'Theatre for or by Women']",['United Kingdom'],['English']
5877c13517334f313edb6690,Off with Her Maidenhead,"[{'_id': 'NpcPmPBzAyBNY7gTC', 'name': 'Amy Claussen'}, {'_id': '6dWHeGCPST89nxTwL', 'name': 'James Rushin'}]",,[],,
eJfqGShAffHiTKTAk,God is a Scottish Drag Queen - The Second Coming,"[{'_id': 'Yw2kGdjEnnfLkFxCj', 'name': 'Mike Delamont'}]","A sequel 2,000 years in the making! 

WORLD PREMIER!
","['Improvisation', 'International', 'Monologue / Solo Performance']",['Canada'],['English']
t3ScqYGyRyvJqhMyB,Assisted Suicide the Musical,"[{'_id': 'aAMwncybDcdsJneFB', 'name': 'Liz Carr'}, {'_id': 'dmgzqcoXW67kymejW', 'name': 'Ian Hill'}]","Disability rights activist and actor Liz Carr brings her TED talk with show tunes. Opinion polls would have you believe that the majority think it's a human choice to legalise assisted suicide for terminally ill and disabled people, but Liz and many others disagree. Combining her lives as a campaigner and performer, Liz is joined by a glittery cast to express this important but often unheard perspective. ",[],,
Z9jLAWH8JdgJs4eB8,On One Condition,"[{'_id': 'oxXptT64X6JYwFd4T', 'name': 'Dan Daw Creative Projects'}]","On One Condition draws on stories from Dan Daw's lived experiences, asking us to question our own perceptions of normal while offering a stripped back look at the world we live in. We invite you into Dan's childhood home and on an intimate whirlwind through belonging, struggle, comfort and need.",[],,
wENBmt22c5Wc4pKBg,El Viatge,"[{'_id': 'NnSuJvkB7PSPdbo6j', 'name': 'Tombs Creatius'}]","Una barraca de feria te invita a realizar un viaje sideral, un viaje que te hará llegar al límite, que te llevará a la verdadera frontera. Tal vez la única frontera posible: la que separa la vida de la muerte. Instalación experiencial para adultos, de participación individual, con viaje de regreso garantizado. Apta para escépticos.","['New Work', 'Site-specific']",['Spain'],"['Spanish', 'Catalan', 'English']"
77cmrczP8Zs8bBs5e,Second Coming of Thomas Kankana,"[{'_id': '9osRtg6XFNDnsxMNX', 'name': 'Misheck Banda'}]",A man in love with a lovely lady dies. His spirit goes to the spirit world where he sees what is happening in the living World. Spirits decide to send him back and bring him back to the spirit world later on. He appears in a church and the preacher proclaims that it is the second coming of Jesus. It is a hilarious comedy full of surprises.,['Traditional / Folk'],['Malawi'],['English']
4qHJKt9qteJqt9RB3,The Wind,"[{'_id': 'wYN6jK6pBoA86MS7s', 'name': 'George Mkango'}]",George Mkango is a Bachelor of Arts Student in his fourth year. He has written a controversial play about homosexuality in a country like Malawi.,['Traditional / Folk'],['Malawi'],['English']
FkKbzhM8XPjC6F8nm,Taking Madiba,"[{'_id': 'jNsjfyCpBGYF4srJd', 'name': 'Tawonga Tadja Nkhonjera'}]","Tawonga Tadja Nkhonjera is a playwright, actor, producer and film maker. This play is about Nelson Mandela","['Improvisation', 'Physical Theatre', 'Political / Social Engagement']",['Malawi'],['English']
pTAAsxfHjzqRQDfKW,Taking Madiba,"[{'_id': 'jNsjfyCpBGYF4srJd', 'name': 'Tawonga Tadja Nkhonjera'}]","Tawonga is a playwright, actor, director and filmmaker. This play is about Nelson Mandela","['Improvisation', 'Physical Theatre', 'Political / Social Engagement']",['Malawi'],['English']
82Bee9xDzjpsQhfRu,Lengu Lengu Walengula,"[{'_id': 'b8BTZzzKffhy7QJbM', 'name': 'Nanzikambe Arts'}]",The show is created by the cast and directed by Thlupego Chisiza. The play is aimed at bringing awareness to communities about how to prevent burns - accidents caused by fire,"['Contemporary', 'Devised / Ensemble', 'Theatre for or by Women', 'Traditional / Folk', 'Political / Social Engagement']",['Malawi'],['Chichewa']
kmhWdosWBDe3NyqAS,Ada/Ava,"[{'_id': 'iyMp3c9jBfpAk7RWd', 'name': 'Manual Cinema'}]","Bereaved of her twin sister Ava, septuagenarian Ada marks time in the patterns of a life built for two, until a mirror maze initiates a journey across the thresholds of life and death. “This Chicago troupe is conjuring phantasms to die for in an unclassifiable story of spectral beauty…” hails The New York Times. True to its name, Manual Cinema brings handspun cinema to life in real time using intimate, unassuming technologies. With vintage overhead projectors, shadow puppetry, actors, live-feed cameras, multi-channel sound design, and an onstage music ensemble, Manual Cinema creates cinematic wonderment imbued with immediacy, ingenuity, and theatricality—all within audience view.

http://manualcinema.com/adaava/",['Puppetry'],,
vkP32Li9FH6vTjkbx,Mala,"[{'_id': '5877b2f117334f313edb4395', 'name': 'Melinda Lopez'}]","Funny, brutally honest, and ultimately cathartic, Mala puts a sharp focus on what it means to put our loved ones first, right to the very end, and what happens when we strive to be good but don’t always succeed.",['Monologue / Solo Performance'],['United States'],['English']
5877bf6217334f313edb61ca,The Kardiac Kid,"[{'_id': '5877b3f917334f313edb4631', 'name': 'Eric Schmiedl'}]",,,,
5877c1c417334f313edb6806,A Thriller in Two Acts: A One Act Play,"[{'_id': '5877b57d17334f313edb4a06', 'name': 'Tori Keenan-Zelt'}]",,,,
5877bebb17334f313edb601a,Write Now Workshop,"[{'_id': '5877b38a17334f313edb4517', 'name': 'Childsplay'}]",,,,
5877bf6217334f313edb61cb,Flight from Himself,"[{'_id': '5877b3f917334f313edb4632', 'name': 'Mark C. Thompson'}]",,,,
5877bebb17334f313edb601b,THE BEAUTIFUL BEAUTIFUL SEA NEXT DOOR,"[{'_id': '5877b39017334f313edb4526', 'name': 'Annah Feinberg'}]",,,,
5877c1c717334f313edb680e,Archipelago,"[{'_id': '5877b2cc17334f313edb4334', 'name': 'Caridad Svich'}]",,,,
5877bebb17334f313edb601c,The Women of Lockerbie,"[{'_id': '5877b39617334f313edb4537', 'name': 'Deborah Brevoort'}]",,,,
5877bf6317334f313edb61cd,The Secret Social,"[{'_id': '5877b3fa17334f313edb4634', 'name': ""Members of Conni's Avant Garde Restaurant and CPT Artists""}]",,,,
5877c1c817334f313edb680f,At Water's Edge,"[{'_id': '5877b57d17334f313edb4a07', 'name': 'Elaine Avila '}]",,,,
5877bebc17334f313edb601e,REALS,"[{'_id': '5877b38b17334f313edb451a', 'name': 'Gwydion Suilebhan'}]",,,,
5877bf6417334f313edb61ce,There Is a Happiness That Morning Is,"[{'_id': '5877b3fa17334f313edb4635', 'name': 'Mickle Maher'}]",,,,
5877bf6417334f313edb61cf,Earth Plays (Part Two of the Elements Cycle),"[{'_id': '5877b3fb17334f313edb4636', 'name': 'CPT Devising Artists'}]",,,,
5877bebd17334f313edb601f,Zombie Double Feature,"[{'_id': '5877b88217334f313edb5152', 'name': 'New Exhibition Room'}]",,[],,
5877c1c917334f313edb6811,Tiny People Or It Gets Better,"[{'_id': '5877b57e17334f313edb4a09', 'name': 'Christopher Oscar Pena '}]",,,,
5877bebd17334f313edb6020,Blue Iris,"[{'_id': '5877b26a17334f313edb423e', 'name': 'Athol Fugard'}]",,,,
5877bf6417334f313edb61d0,struck,"[{'_id': 'ocBDJbtaCYwYjHH6T', 'name': 'Brett Keyser'}, {'_id': 'RySsETNEMWP84N9Ys', 'name': 'Tannis Kowalchuk'}, {'_id': 'Be7HTKXSByx5TBXuN', 'name': 'Ker Wells'}]",,[],,
5877bf6517334f313edb61d1,Tender Napalm,"[{'_id': '5877b3fb17334f313edb4638', 'name': 'Phillip Ridley'}]",,,,
5877c1c917334f313edb6812,Cowl Girl,"[{'_id': '5877b57e17334f313edb4a0a', 'name': 'Anna Capunay '}]",,,,
5877bebe17334f313edb6021,Psyche by Meghan Brown,"[{'_id': '5877b38c17334f313edb451c', 'name': 'Meghan Brown'}]",,,,
5877c1c917334f313edb6813,Dark Matters,"[{'_id': '5877b34a17334f313edb4477', 'name': 'Oliver Mayer'}]",,,,
5877bf6617334f313edb61d5,Tryouts,"[{'_id': '5877b27c17334f313edb426c', 'name': 'Adara Meyers'}]",,,,
5877c1ca17334f313edb6815,Ashes of Light,"[{'_id': '5877b4a417334f313edb47e0', 'name': 'Marco Antonio Rodriguez'}]",,,,
5877bf6817334f313edb61d9,The Bird Behind the Curtain,"[{'_id': '5877b3fe17334f313edb463e', 'name': 'Amy Schwabauer'}]",,,,
5877c1e117334f313edb6851,Let Me Lie to You,"[{'_id': '5877b58e17334f313edb4a32', 'name': 'Andrew Huntley'}]",,,,
5877c1e117334f313edb6852,best imitation,"[{'_id': '5877b2bf17334f313edb4313', 'name': 'Jeremy F Richter'}]",,,,
5877bf6717334f313edb61d6,The Exile,"[{'_id': '5877b34517334f313edb4468', 'name': 'Mark Krause'}]","FRANK has a comfortable, upper middle class life — a wonderful wife, an adorable daughter and good friends.

But something is not right.  For months Frank has felt detached, as if he has been watching his life rather than living it.  A vacation did nothing.  His psychiatrist was useless.  And the feelings are only intensifying.  What could it be?

It is simple.  Frank is becoming a pigeon.",,,
5877bf6b17334f313edb61e2,Love in a Time of Media,"[{'_id': '5877b40117334f313edb4646', 'name': 'Sasha Thackaberry'}]",,,,
5877c1e217334f313edb6854,If There Were Such a Thing as Happiness,"[{'_id': '5877b58f17334f313edb4a34', 'name': 'Jennifer Schaupp'}]",,,,
5877bf6c17334f313edb61e3,These are the Times,"[{'_id': '5877b39b17334f313edb4543', 'name': 'David Hansen'}]",,,,
5877c1e217334f313edb6855,Serotonin Syndrome,"[{'_id': '5877b58f17334f313edb4a35', 'name': 'Genevieve Taricco, Mycah Leigh Artis'}]",,,,
5877bf6c17334f313edb61e4,Fierce Play 2,"[{'_id': '5877b40117334f313edb4647', 'name': 'Ragged Wing Ensemble'}]",,,,
5877c1e317334f313edb6856,The Tain bo Cualigne (Cattle Raid of Cooley),"[{'_id': '5877b59017334f313edb4a36', 'name': 'Alan Irvine'}]",,,,
5877c1e417334f313edb6859,Hell with the Lid Taken Off,"[{'_id': '5877b59117334f313edb4a39', 'name': 'Thoreau, NM'}]",,,,
5877c1f317334f313edb6880,Katherine’s Colored Lieutenant,"[{'_id': '5877b59b17334f313edb4a51', 'name': 'Nora Cole'}]",,,,
