role,profile._id,event._id
Creator/producer,5877baa717334f313edb5646,5877acb017334f313edb3598
co-director/projection designer,aRm6bpJbm6pfS8Fdb,5877acb017334f313edb3598
Creator/Producer,5877baa717334f313edb5646,HxXZzKxdmecG8oxHT
Director,Mwf45SPgyRCee5gge,d5pLMwFNWLAuDW7zQ
Actor,qC9YRAHrFZ8mjgz7G,G4GqjAxpLirrPcTGj
Director,tJZwMmZoM7NfTSgLe,G4GqjAxpLirrPcTGj
Productor,tbEZCTnXTfYQuSz6K,G4GqjAxpLirrPcTGj
Dramaturgo,EHPSeE4LDSpPDmpud,G4GqjAxpLirrPcTGj
Directora,pnzHn5EDEdExwG55h,8k6cfbmA8Nmcs2kNg
Dramaturgo,9F2LEZx3bRhQXaxpT,8k6cfbmA8Nmcs2kNg
Writer,2nJqMfSg4L8cRfG93,AQZRJXbdTQ3b9NgFP
writer,642ziMmdGM8EuLcSS,rerTAACwbCTrqno2v
composer,jKrCpooXevaJqrEvR,rerTAACwbCTrqno2v
movement director,6d79LL5AQ4duSsKje,rerTAACwbCTrqno2v
producer,Kxq9qiCdXNYbDsYZ2,rerTAACwbCTrqno2v
performer,9LNNpydFprgTdrg2q,rerTAACwbCTrqno2v
performer,iCZ864HPKvyeJSGnQ,rerTAACwbCTrqno2v
performer,tqFurW2cSvjXBLqhr,rerTAACwbCTrqno2v
performer,k5FPqix3wDPN7uZ5z,rerTAACwbCTrqno2v
performer,Gs2gnxp4K9iLPYSrF,rerTAACwbCTrqno2v
director,5877b3a917334f313edb4567,m3uYx3wsZfR7TDW9o
writer,642ziMmdGM8EuLcSS,m3uYx3wsZfR7TDW9o
movement director,HFjzBjWe7tGRtTzkG,m3uYx3wsZfR7TDW9o
composer,jKrCpooXevaJqrEvR,m3uYx3wsZfR7TDW9o
producer,Kxq9qiCdXNYbDsYZ2,m3uYx3wsZfR7TDW9o
producer,5877b93e17334f313edb5305,m3uYx3wsZfR7TDW9o
writer,642ziMmdGM8EuLcSS,tEvCMQEPEBdcNTkNf
composer,jKrCpooXevaJqrEvR,tEvCMQEPEBdcNTkNf
movement director,6d79LL5AQ4duSsKje,tEvCMQEPEBdcNTkNf
performer,9LNNpydFprgTdrg2q,tEvCMQEPEBdcNTkNf
performer,tqFurW2cSvjXBLqhr,tEvCMQEPEBdcNTkNf
performer,iCZ864HPKvyeJSGnQ,tEvCMQEPEBdcNTkNf
performer,Gs2gnxp4K9iLPYSrF,tEvCMQEPEBdcNTkNf
performer,ifug3EkzhdMuHqw3d,tEvCMQEPEBdcNTkNf
director,EQAYf3CEH6iCER5bc,Jn8KNau9H9Z3YGjLd
translator,SM4XxncKcJavACZQ9,Jn8KNau9H9Z3YGjLd
designer,RMXpBnZY69moLAHzQ,Jn8KNau9H9Z3YGjLd
lighting designer,p4ypTcp2Ar4yhZeJ2,Jn8KNau9H9Z3YGjLd
sound designer,66vu2bs7STExKD3i9,Jn8KNau9H9Z3YGjLd
puppet director,NhYMrjuHzQYz2shWn,Jn8KNau9H9Z3YGjLd
composer,snWTiN8tc3riJQCpE,Jn8KNau9H9Z3YGjLd
dramaturg,zbPs6is7BANnaKFSw,Jn8KNau9H9Z3YGjLd
movement director,AMCaou6Hw8WXEHfGE,Jn8KNau9H9Z3YGjLd
casting director,ePduZbXkwqT9pCRou,Jn8KNau9H9Z3YGjLd
performer,YNogNaEgXkcCerqmz,Jn8KNau9H9Z3YGjLd
performer,4quyd3TXC3ipqZDFT,Jn8KNau9H9Z3YGjLd
performer,aWJ5GDFGyJdddym55,Jn8KNau9H9Z3YGjLd
performer,yApfHdhqZujGmJKka,Jn8KNau9H9Z3YGjLd
performer,84w8NTgYsqodm2o34,Jn8KNau9H9Z3YGjLd
performer,aEi4s2TPE5kz2Ey7R,Jn8KNau9H9Z3YGjLd
performer,RqgkEcXYgsHvirhoc,Jn8KNau9H9Z3YGjLd
performer,JRdanB3ovFT9ky8Ag,Jn8KNau9H9Z3YGjLd
performer,FwAYksL9jym54TKeH,Jn8KNau9H9Z3YGjLd
performer,f54kNMEj7juc56TmC,Jn8KNau9H9Z3YGjLd
performer,NhYMrjuHzQYz2shWn,Jn8KNau9H9Z3YGjLd
director,5877b3a917334f313edb4567,5877ae1d17334f313edb38e9
performer,8pnK3ghcxCKbZCpA7,5877ae1d17334f313edb38e9
performer,hLLX8Q8FA8GZmy2CW,5877ae1d17334f313edb38e9
co-director,waGdjTLigqxfHdegZ,5877ae1d17334f313edb38e9
performer,T7unQhDagE4APjfAS,5877ae1d17334f313edb38e9
performer,j7N8sojk6Q4pbdn6C,5877ae1d17334f313edb38e9
performer,4xzznyJnrxpjZbueH,5877ae1d17334f313edb38e9
producer,5877bb4717334f313edb57b7,5877ae1d17334f313edb38e9
writer,BvRDQfb64kF2McfhW,kbfjGJMrP8K9LLGJ5
performer,BvRDQfb64kF2McfhW,kbfjGJMrP8K9LLGJ5
translator,HEnXFfDptPeen6TGv,kbfjGJMrP8K9LLGJ5
director,HEnXFfDptPeen6TGv,kbfjGJMrP8K9LLGJ5
designer,TgcqnKaCjm9JHEZZH,kbfjGJMrP8K9LLGJ5
lighting designer,7qJHwNDvuHJPWicfk,kbfjGJMrP8K9LLGJ5
composer,X4kRwJeSXh7gtL2nQ,kbfjGJMrP8K9LLGJ5
producer,D5xcN8tjshHrXKSa5,kbfjGJMrP8K9LLGJ5
director,ZcZQmWJZY2yCChN7Y,fZgYkjmuxhCEhZAgC
designer,KnsTQ9MHxruWjSY3T,fZgYkjmuxhCEhZAgC
costume designer,nNskN7Zbyc6m4FsCL,fZgYkjmuxhCEhZAgC
lighting designer,p4ypTcp2Ar4yhZeJ2,fZgYkjmuxhCEhZAgC
sound designer,Mt6ScBKyT4XA97SyA,fZgYkjmuxhCEhZAgC
performer,RBqJxZ97dZpLBhtd5,fZgYkjmuxhCEhZAgC
performer,uLPf2cAHx4BBr4F4Z,fZgYkjmuxhCEhZAgC
performer,g5DpZPThG3K2jcaen,fZgYkjmuxhCEhZAgC
co-producer,PeK4dNounDmaHfDmY,fZgYkjmuxhCEhZAgC
director,pkxsBqbm8FqfsJtwH,dLSHXADbBsDuRMbPu
sound designer,Af4wfLkqwZeyLtD5x,dLSHXADbBsDuRMbPu
designer,2j64XwZBkwTjP3x5n,dLSHXADbBsDuRMbPu
composer,2byQ6YyssFanLiHfi,dLSHXADbBsDuRMbPu
lighting designer,aKTCbJuP5EFrf7rCw,dLSHXADbBsDuRMbPu
performer,RDfgZqhAQY7yJJufC,dLSHXADbBsDuRMbPu
performer,h55nMQPtW3hC4erY8,dLSHXADbBsDuRMbPu
performer,duH38EqQ8hY5Ss3wv,dLSHXADbBsDuRMbPu
director,m5RJCn4ksoqEJXatj,FAhANCsxp9FtZFJeY
performer,tc72LPY4zRa3Xnaju,FAhANCsxp9FtZFJeY
performer,9BJFoxzzPEss8baa4,FAhANCsxp9FtZFJeY
performer,tC4f2G4eSJC9az5pL,FAhANCsxp9FtZFJeY
performer,pkEvMrHYBWMqBgNEX,FAhANCsxp9FtZFJeY
performer,RjNFLJ7xFgXepwNwt,FAhANCsxp9FtZFJeY
performer,oEA2NPS6d7syGsXYC,FAhANCsxp9FtZFJeY
performer,9mucsrz5P5E6PdXbd,FAhANCsxp9FtZFJeY
performer,W3vppMC8v3f7etb6s,FAhANCsxp9FtZFJeY
performer,EzEPBXQmkGFbCnbEc,FAhANCsxp9FtZFJeY
set designer,MB7cCtzBGFNKsJFm7,FAhANCsxp9FtZFJeY
costume designer,9RrJPMqNDStKmmNqr,FAhANCsxp9FtZFJeY
lighting designer,GkPnboY2uKwKvG6Zj,FAhANCsxp9FtZFJeY
composer,yFK3HE6Rufgh25BMq,FAhANCsxp9FtZFJeY
sound designer,BYE75494vL3tCea5d,FAhANCsxp9FtZFJeY
facilitator,7qJNuATFbwCP6zaG4,KtmECYyxAnrRdpqvF
producer,ifug3EkzhdMuHqw3d,KtmECYyxAnrRdpqvF
facilitator,7qJNuATFbwCP6zaG4,ykDbsdTb55fLyB9kz
producer,ifug3EkzhdMuHqw3d,ykDbsdTb55fLyB9kz
director,TKXe9bn4yg2Fex4wx,PqdWayMu99JfEhqmG
designer,8LE8GeX2sDJcZ2Nxj,PqdWayMu99JfEhqmG
lighting designer,Ynx5J323n3tD753Ss,PqdWayMu99JfEhqmG
Music Director,uTYf67qT8phLnoMNS,PqdWayMu99JfEhqmG
dramaturg,eMA8cviotHbQ7nyyC,PqdWayMu99JfEhqmG
co-producer,FFhZZR9AWhGWYKN78,PqdWayMu99JfEhqmG
co-producer,dTE25TWgduaRmTJcd,PqdWayMu99JfEhqmG
director,TBsFGer5uFbisdTKF,WDWkFMrvHwGq9Fvcf
designer,RMXpBnZY69moLAHzQ,WDWkFMrvHwGq9Fvcf
costume designer,nNskN7Zbyc6m4FsCL,WDWkFMrvHwGq9Fvcf
lighting designer,GkPnboY2uKwKvG6Zj,WDWkFMrvHwGq9Fvcf
Music & Sound,LjLdGJEeKa2FSHmLa,WDWkFMrvHwGq9Fvcf
video designer,uMEFCLwREXsczApHB,WDWkFMrvHwGq9Fvcf
casting director,ePduZbXkwqT9pCRou,WDWkFMrvHwGq9Fvcf
performer,EejtseXz5Ns8viY8s,WDWkFMrvHwGq9Fvcf
performer,aWJ5GDFGyJdddym55,WDWkFMrvHwGq9Fvcf
performer,cvkSdXjuoFjvScPnL,WDWkFMrvHwGq9Fvcf
performer,8Gb7hsDkWRrnsF7pT,WDWkFMrvHwGq9Fvcf
performer,HKiJz5DpBe54sCrx4,WDWkFMrvHwGq9Fvcf
performer,dEwsp6zk3KYLoiioD,WDWkFMrvHwGq9Fvcf
director,jfXqeH6xkuhxrGFtP,CrHeBK45cnZSzqpLR
designer,nyJjAJaiiePoXGk6H,CrHeBK45cnZSzqpLR
lighting designer,mjBfcncGPqAbPpiea,CrHeBK45cnZSzqpLR
sound designer,39amJnRbHHZuMYrKA,CrHeBK45cnZSzqpLR
assistant director,7PBrReB7Wu48zBX86,CrHeBK45cnZSzqpLR
performer,2LLMvxjM2oM9ijwJX,CrHeBK45cnZSzqpLR
performer,vaxWZr3wWQs4tAcns,CrHeBK45cnZSzqpLR
performer,YavxPzCzcSkpwa4f2,CrHeBK45cnZSzqpLR
performer,2ASBNoxhyNirgPkQ2,CrHeBK45cnZSzqpLR
performer,hkMh7gszAeM3cpNdr,CrHeBK45cnZSzqpLR
performer,Bj92hm86GJfhkq2EC,CrHeBK45cnZSzqpLR
performer,YCYkLtZbajoxHm4Jw,CrHeBK45cnZSzqpLR
performer,vfQe3puKPioo7cXEE,CrHeBK45cnZSzqpLR
performer,Ah7Lg35R22S4RmRHs,CrHeBK45cnZSzqpLR
performer,qkpatWeDC6JhzCQ8o,CrHeBK45cnZSzqpLR
performer,gSKJcMLLX3Ggn3R3B,CrHeBK45cnZSzqpLR
director,3SEtg8CtFqYm5ogns,35ArPvJK4SxytCKn7
performer,nmFJwEo85PSZJSFW4,35ArPvJK4SxytCKn7
costume designer,tS7AR8CsDLhx75gxQ,35ArPvJK4SxytCKn7
designer,5877b6ad17334f313edb4d08,35ArPvJK4SxytCKn7
lighting designer,sRPsqyzmbkAef2bce,35ArPvJK4SxytCKn7
sound designer,Mt6ScBKyT4XA97SyA,35ArPvJK4SxytCKn7
projection designer,JoyjbFWmbZX7Q72sk,35ArPvJK4SxytCKn7
movement director,gKLkKHYRWfHoXyzbv,35ArPvJK4SxytCKn7
casting director,ePduZbXkwqT9pCRou,35ArPvJK4SxytCKn7
co-producer,RQ8J7Wme68HKqdXxA,t9TusHao3ATFfSi4u
co-producer,NwTpx6fJN3MTp3zFr,t9TusHao3ATFfSi4u
director,63GAELZp5vdhEjP5h,t9TusHao3ATFfSi4u
composer,htR95uRuYkDEc5m5C,t9TusHao3ATFfSi4u
choreographer,DbkRt9vpMt4GvrbZr,t9TusHao3ATFfSi4u
designer,RMXpBnZY69moLAHzQ,t9TusHao3ATFfSi4u
lighting designer,sCEsYyBhdjmTZu95D,t9TusHao3ATFfSi4u
performer,LTqZmM83PM3Kv2fKB,t9TusHao3ATFfSi4u
performer,2zLPRXMfgzvD6QadE,t9TusHao3ATFfSi4u
performer,FdENnmq2QyfiakLK7,t9TusHao3ATFfSi4u
performer,dfyLzSsaW9bXW8BDY,t9TusHao3ATFfSi4u
performer,K7gmQ2uZtxhzXJd4i,t9TusHao3ATFfSi4u
director,hNXfJgCNwPtQQjQJe,kf5qEN2z2iXDBzQFj
designer,Fi63n8kgtFsZw6TuC,kf5qEN2z2iXDBzQFj
lighting designer,bZjMQrgGKwgirMfmW,kf5qEN2z2iXDBzQFj
co-producer,QjinjPtuk89wq6eGB,NqQ4HCyuZRjMiEBTM
director,qAew3jBqjRCw86Kiy,NqQ4HCyuZRjMiEBTM
designer,W72EvWQiAdS74Druz,NqQ4HCyuZRjMiEBTM
lighting designer,mE8ngLSdo5w4uXsMr,NqQ4HCyuZRjMiEBTM
Musical director,psD4RvYpyusjrnm3X,NqQ4HCyuZRjMiEBTM
dramaturg,ojpmqmth6JkjCsKMx,NqQ4HCyuZRjMiEBTM
performer,EyeysDv4S6iHt2kDr,NqQ4HCyuZRjMiEBTM
performer,xv8HyePo3sokbgfD5,NqQ4HCyuZRjMiEBTM
performer,psD4RvYpyusjrnm3X,NqQ4HCyuZRjMiEBTM
,5877bb2417334f313edb5767,M9H3fxz2KyEH5g2yC
,5877bb2417334f313edb5767,t9bkbs5Yt9L9oG8ZW
,5877bb2417334f313edb5767,5877adbe17334f313edb380c
,5877bb2417334f313edb5767,YDYsjAjkQJQtepaFH
,5877bb2417334f313edb5767,fkS2yXbHinoMScBHL
,5877bb2417334f313edb5767,tDMrYrdRiGZsQRnRg
,5877b74717334f313edb4e7e,tDMrYrdRiGZsQRnRg
,5877b74717334f313edb4e7e,5877adbe17334f313edb380c
,5877bb2417334f313edb5767,5877adbf17334f313edb380e
,5877b74717334f313edb4e7e,5877adbf17334f313edb380e
,5877bb2417334f313edb5767,5877adc017334f313edb380f
,5877b74717334f313edb4e7e,5877adc017334f313edb380f
,5877b74717334f313edb4e7e,M9H3fxz2KyEH5g2yC
,5877bb2417334f313edb5767,5877b1e517334f313edb40fc
,5877b74717334f313edb4e7e,5877b1e517334f313edb40fc
,5877bb2417334f313edb5767,5877b17f17334f313edb4012
,5877b74717334f313edb4e7e,5877b17f17334f313edb4012
,5877bb2417334f313edb5767,5877aa3317334f313edb2fc7
,5877b74717334f313edb4e7e,5877aa3317334f313edb2fc7
,5877bb2417334f313edb5767,5877b1e417334f313edb40fb
,5877bb2417334f313edb5767,5877a9aa17334f313edb2e85
,5877b74717334f313edb4e7e,5877a9aa17334f313edb2e85
,5877bb2417334f313edb5767,5877a75317334f313edb2905
,5877b88d17334f313edb516b,5877a75317334f313edb2905
,5877bb2417334f313edb5767,FM95aeo8YbFnvRzHi
,5877bb2417334f313edb5767,5877adbe17334f313edb380b
,5877b74717334f313edb4e7e,5877adbe17334f313edb380b
,5877bb2417334f313edb5767,5877adbe17334f313edb380a
,5877b74717334f313edb4e7e,5877adbe17334f313edb380a
,5877bb2417334f313edb5767,5877b1e217334f313edb40f6
,5877bb2417334f313edb5767,MGLieBqAiL5mYKMgX
,5877bb2417334f313edb5767,5877b1e317334f313edb40f9
,5877bb2417334f313edb5767,5877b1e417334f313edb40fa
,5877bb2417334f313edb5767,3BnKkHwFQ6xqGC2NW
,5877bb2417334f313edb5767,5877b1e117334f313edb40f3
,5877b74717334f313edb4e7e,5877b1e117334f313edb40f3
,5877bb2417334f313edb5767,B7wx93cypXduRkgjg
,5877bb2417334f313edb5767,5877a75417334f313edb2906
,5877bb2417334f313edb5767,5877a9aa17334f313edb2e86
,5877b74717334f313edb4e7e,5877a9aa17334f313edb2e86
,5877bb2417334f313edb5767,5877b1e017334f313edb40f2
,5877b74717334f313edb4e7e,5877b1e017334f313edb40f2
,5877bb2417334f313edb5767,5877b1e317334f313edb40f8
,5877bb2417334f313edb5767,5877b1e217334f313edb40f5
,5877bb2417334f313edb5767,n3Ys3oWEdTXQCY7TM
,5877bb2417334f313edb5767,5877b1e217334f313edb40f7
,5877bb2417334f313edb5767,5877b1e117334f313edb40f4
,5877b74717334f313edb4e7e,t9bkbs5Yt9L9oG8ZW
Director,YunhjJQYGRyL2s7gg,ir7EiXPv2tB5tuj3z
Actriz,LHTkoyzJCE4oScWPm,SGuxnF3LX4LL5Ptco
Co-productor,jvHHjqukRDWoYjyBe,SGuxnF3LX4LL5Ptco
Director,u3xk9gywtEfJ4FS6z,qqbbxoMDboDKkyQnn
Choreographic direction,pHC3GTEiaYFW5kJee,qqbbxoMDboDKkyQnn
Bailarín,pHC3GTEiaYFW5kJee,qqbbxoMDboDKkyQnn
Bailarina,u3xk9gywtEfJ4FS6z,qqbbxoMDboDKkyQnn
Director,EAnZLowv8oowpP7yh,ypXDSYPcJNJu9DWEb
Independent Producer,ox6tuNTWGRiunkS6n,8kjwTpiDE963SXyFP
Organizer,bZCgpM9mnbaSYJgSt,8kjwTpiDE963SXyFP
Co-organizer,KJhhHQWSHyEyJhhNH,8kjwTpiDE963SXyFP
Dramaturgo / Director,5r7FDKg974Nk5NoRg,SGuxnF3LX4LL5Ptco
Director,8nfQprqbJKPWiWaN4,SWBRRDLxAvucamHnH
"Lighting Designer, Stage Designer",ro3nusR6zkMzFcGmD,SWBRRDLxAvucamHnH
Performer,pLnft8fjyvAjKyoQi,SWBRRDLxAvucamHnH
Performer,zvrdvgyN5rHqDFTQk,SWBRRDLxAvucamHnH
Performer,Z8KtQghtQLk4GuPd8,SWBRRDLxAvucamHnH
Performer,KipzBBuFX59cJusd7,SWBRRDLxAvucamHnH
Performer,HA6q2KyzGxRHhFijj,SWBRRDLxAvucamHnH
Venue,a4kx4hyDxqxvPiXWj,SWBRRDLxAvucamHnH
Designer,tFJvtu974cJniXmCM,jtNtuxDZjWuMvLjyW
Performer,gYQRuzvAEn3iQiFnH,jtNtuxDZjWuMvLjyW
Perfomer,8tW9ctMztM2asEcPm,jtNtuxDZjWuMvLjyW
Producer,yLGWHP28qfdSMWoA8,jtNtuxDZjWuMvLjyW
Sound designer,ijJfrR3uzbRdwSRET,jtNtuxDZjWuMvLjyW
A/V designer,v6ew7H76JSScYNMSh,jtNtuxDZjWuMvLjyW
,qgH97ArjJuYbJ8oMt,NyjT9JHj6hP2aTSFD
Director,PsBAkc8CFE4Bwoocs,NyjT9JHj6hP2aTSFD
Creación y Reparto,iACshERRPgBQLPL2i,sfndZAQzwErMtvyJb
Creación y Reparto,bi5f34oKaGFhcpYc8,sfndZAQzwErMtvyJb
Creación y Reparto,WN3NWFdJQnzgRLNDi,sfndZAQzwErMtvyJb
Creación y Reparto,fwmPaeFGdsoEyKYHd,sfndZAQzwErMtvyJb
Creación y Reparto,4xjAhoaDXjXDmjxkg,sfndZAQzwErMtvyJb
Creación y Reparto,Xc5drWpWCSTdxrNKZ,sfndZAQzwErMtvyJb
Textos,BcX8bvCxjWgNNaY7N,sfndZAQzwErMtvyJb
Diseño De Espacio e Iluminacion,MbA3DsbD8mccMEJfL,sfndZAQzwErMtvyJb
Dispositivo Multimedia,YRa68qhMSES98Z7ML,sfndZAQzwErMtvyJb
Realizacion de Video,fphaQxus7md9FPBcN,sfndZAQzwErMtvyJb
Realizacion de Video,iACshERRPgBQLPL2i,sfndZAQzwErMtvyJb
Realizacion de Video,YRa68qhMSES98Z7ML,sfndZAQzwErMtvyJb
Presenter,y5SokjcLwWXsJzfM7,LEPTaxqsXR4QZbYnJ
Director,ryt6tutP7mB7LA2nT,AnZZ5mwZ8u4xn9vgM
Director,Xc4AnvcDTeQjqj8Ff,RvMAHGiZwhcWfNGqJ
Director,5JrX7sgB2EcsJFNgP,uubvog28ZSCrGGtty
Director,AFWrtZiYEWZnSr496,QAneYqnPTocJ3FvDX
Director,X7AHg98R5nBetgPb6,TK2b77cHNZaz4uWDG
actor,gN8SHvrCoiFe3rdZJ,LCnf3DGFanWst6CT3
"Dirección: Eduardo Mier , direcctor invitado: Vladimir Arzate, Tecnico de Iluminación: Julio Cesar Hernández, Diseño de Cartel: Fabiola Magaña; Elenco: Deyhdra Medina Cabrera y Violeta Magaña",qkpFXWx86YiwEgfvd,6Cp4xPZqbZ4tKppjk
Actor,oT8XavEZqMBFirBct,GytCbEq6yqScSJ3fj
Actress,t2ahuRyTNHaZmy3Ty,GytCbEq6yqScSJ3fj
Directora,98opkx7mDD6LJTWmZ,HxdqkDMwkBpjaiyeu
Directora,yKi2wrdhk6haRFDab,ngwndKnte8QJ8xyXa
COMANDANCIA,vJovBPCJWydyk2QtK,nL3ECWFDokBH2eNQi
ILUMINACIÓN,JWBYxSjHuxQqrvfno,nL3ECWFDokBH2eNQi
PRODUCCIÓN,82RgnbgHvx4b9BRLY,nL3ECWFDokBH2eNQi
Director,AXS4eZCfeXZDasD5B,gCRTiDieapaF7HjkK
Director,3SQhyhRJDJx5f3LNJ,AtEdxrCF4M7FEpCXs
Venue,hMrDNSvj7pTGCE89i,Fz2isiv36PpZjGLsK
Director,Hu8AmRAFYNW5JGfda,Fz2isiv36PpZjGLsK
,niTaKYKfJhECZzrGS,23wtHrgc6RuSSmiwa
,pBDzhovjzB98SxjJF,23wtHrgc6RuSSmiwa
Director,5cgPDvv2ALgEsNuwS,23wtHrgc6RuSSmiwa
Director,cYXbhzJ2TAb65vmKY,vSqpRxwYp5k4ZGiiR
Director,6MrsaQpDmeNuYq7Qr,LDhcHuEnaQa7J9NW8
Co-Director/Projection Designer,aRm6bpJbm6pfS8Fdb,A3XGK4NgNLAZ23qdA
Creator/Producer,5877baa717334f313edb5646,A3XGK4NgNLAZ23qdA
Director,onsAZef74j2RGBEKN,5877acb017334f313edb3598
Director,onsAZef74j2RGBEKN,uEJwSuWfzdwBvuaSJ
Co-Director,onsAZef74j2RGBEKN,5oWcpABSASZEGpw4b
Director,onsAZef74j2RGBEKN,HxXZzKxdmecG8oxHT
Co-Director/Performer,onsAZef74j2RGBEKN,A3XGK4NgNLAZ23qdA
Adaptation,ssQmqD6pJuhQGC2hP,gCRTiDieapaF7HjkK
Director,je7mwdF3n8YpG9p2N,DMqzGehyrRPdpSbzF
,8yPBWnz9CM372NWQP,6tX3XCi8re8az8PnK
Writer and Director,SpDbNwTXabbJ2hx3F,PSNgKHj6QdG7hCWoJ
Director,FQownCugAPKWhxWsx,DcggoTqTBwMTreiiS
Director,MqZftPXTGrcSScWy7,HYKqFZAC8sdWY6Dhp
Director,fDozei3QouGy59ZNf,sxQFRpJ39BcDmWSab
Set & Costume Designer,ghmPDiJtBYD4fw57M,FdKrvxJdK4NR4zt2t
,RfXf8Erjpsg3r3A7f,FdKrvxJdK4NR4zt2t
Sound Designer,AoFWkPfrHNXXiCnKs,FdKrvxJdK4NR4zt2t
Lighting Designer,yWEAuug2YTXuAfA7R,FdKrvxJdK4NR4zt2t
Projection Designer,8WkqExnGEoqc3bu7T,FdKrvxJdK4NR4zt2t
Playwright,DETZvkYNooRKfr6be,exJpEMrEohdYSixFP
Co-Producing Company,5877ba3217334f313edb5539,R969GzjkDvwup7Pno
Co-Producing Company,wgdXy6PsjeBAfXQJm,R969GzjkDvwup7Pno
Director,rKkxidgrhdd9H6RBP,R969GzjkDvwup7Pno
Producing Artistic Director,rKkxidgrhdd9H6RBP,exJpEMrEohdYSixFP
Director,XoHTaupHs2NpsrdNX,exJpEMrEohdYSixFP
Actor,AnzfyyQbJ5DMzdy4b,exJpEMrEohdYSixFP
Acotr,S2ht4ZwvLpBGsA3Pg,exJpEMrEohdYSixFP
Scenic Designer,wNEgg8Ft5oPSLhj4H,exJpEMrEohdYSixFP
Lighting Designer,8AwXotjcajAmg6EMn,exJpEMrEohdYSixFP
Costume Designer,S39mp5kuykQvAsoHX,exJpEMrEohdYSixFP
Sound Designer,YTBddTYSnJXCH7vLe,exJpEMrEohdYSixFP
Dialect Designer,HZcc6u6zjA3BgHaK3,exJpEMrEohdYSixFP
ASL Consultant,AunYTfvxNuw3QdgGr,exJpEMrEohdYSixFP
Production Stage Manager,fwFsbtErW6FEgSKRS,exJpEMrEohdYSixFP
Director,pN9BXntpvzvz5snD3,4EgqcSy9Pmxa34psi
Actor,XLfinPSbYA26GG8h7,4EgqcSy9Pmxa34psi
Actor,XuwntgeL4dvzadwyr,4EgqcSy9Pmxa34psi
Producing Artistic Director,XLfinPSbYA26GG8h7,xaHenpzJyfjGyoYj9
Producing Artistic Company,wgdXy6PsjeBAfXQJm,xaHenpzJyfjGyoYj9
Playwright,5877b26017334f313edb4224,qKpxzwrdoEExAsq98
Director,suNonYRnnvN5nxrh4,qKpxzwrdoEExAsq98
Producing Artistic Company,5877ba3217334f313edb5539,qKpxzwrdoEExAsq98
Producing Artistic Director,rKkxidgrhdd9H6RBP,qKpxzwrdoEExAsq98
Director,XLfinPSbYA26GG8h7,v92gzNqRw8BLtN9RH
Actor,4oy7pNkjio9goTTP8,v92gzNqRw8BLtN9RH
Actor,rKkxidgrhdd9H6RBP,v92gzNqRw8BLtN9RH
Actor,nhXdiWLJfKuwLjTGp,v92gzNqRw8BLtN9RH
Actor,q2wzZZiNg2p2daBuP,v92gzNqRw8BLtN9RH
Production Stage Manager,i2p9hooBQLbxqyCXD,v92gzNqRw8BLtN9RH
Producing Artistic Company,wgdXy6PsjeBAfXQJm,v92gzNqRw8BLtN9RH
Scenic Designer,KjvuECCc246w7Xw8C,v92gzNqRw8BLtN9RH
Costume Designer,AdSGaYrbtQfkopXqB,v92gzNqRw8BLtN9RH
Lighting Designer,2aje24iw6ePo8XHPK,v92gzNqRw8BLtN9RH
Sound Designer,JKy9GcoqKPfFQZ8bz,v92gzNqRw8BLtN9RH
Properties Designer,6cGNmwZBHJWnxpDCC,v92gzNqRw8BLtN9RH
Director,5LgDnAHe48pHku27k,QjNLsfCzx5rxAdT4r
Actor,ewHmXcLfbEHfwqHtw,qKpxzwrdoEExAsq98
Actor,MWvDyRB8NomEf4S5w,qKpxzwrdoEExAsq98
Director,RagECYq6e9A5Num7u,xaHenpzJyfjGyoYj9
Actor,YSA7yZJJjfdkHqaSp,xaHenpzJyfjGyoYj9
Director,Q93F2tWTuzcdtdjoL,zhz5jYqxw4CxRJuCN
Playwright,TXSwFeWNymvDSGGL9,yGYvxoCRXZPjcfzmN
Director,gkvubYiYutNsEyZvq,yGYvxoCRXZPjcfzmN
Producing Artistic Company,wgdXy6PsjeBAfXQJm,MfLQ5X2PgT7GF4Hjr
Director,XLfinPSbYA26GG8h7,MfLQ5X2PgT7GF4Hjr
Playwright,ssfwpazS39qW8PGxT,MfLQ5X2PgT7GF4Hjr
Actor,fNssjzmvk3cJzaj7r,MfLQ5X2PgT7GF4Hjr
Director,dGgERY6yexPGXGFtQ,4XTfENM3oWQFNoTFn
,HBYGeeAP9b5vDrNDv,rJX2RGG2otFE8jfag
,zznHPiCK7eaHMsYnd,rJX2RGG2otFE8jfag
,WhBsbMzmz3FqjbRzm,rJX2RGG2otFE8jfag
"Playwright, actor, director",YKpWDRKDbLuEFjLfc,xoFqTRQKb4oYaihEw
Director,pJrPt26tw2yJKrvSM,inAMMHCEkpxm7JWCi
Actores,gXsv4LARhZCpmBhMt,ybdqRnsdL4RS9SQzj
Directores,woEBngdzQEN2uDqSf,ybdqRnsdL4RS9SQzj
,5877b7ad17334f313edb4f6a,5877a73d17334f313edb28d0
,5877bb3717334f313edb5793,5877ae0017334f313edb38a5
,5877b72a17334f313edb4e3d,5877ac8e17334f313edb3547
Dakin Matthews,5877b8d617334f313edb5214,5877a84a17334f313edb2b49
,5877bb1617334f313edb5746,5877ad8917334f313edb3791
,5877ba9617334f313edb5620,5877ac8e17334f313edb3548
,5877b8d617334f313edb5215,5877a84a17334f313edb2b4a
